City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,abong mbang,3.9833,13.1833,24.17,92,100,0.73,CM,1695828949
366,pil'na,55.5539,45.9219,12.08,68,0,2.99,RU,1695828950
367,taiyuan,37.8694,112.5603,16.92,67,2,1.0,CN,1695828950
368,belmonte,-15.8631,-38.8828,28.24,65,12,7.33,BR,1695828950
369,okha,53.5739,142.9478,9.4,93,78,4.47,RU,1695828950
370,charters towers,-20.1,146.2667,15.43,91,0,3.24,AU,1695828950
371,abepura,-2.6333,140.5833,25.45,83,40,1.03,ID,1695828951
372,brisas barra de suchiate,14.55,-92.2167,31.1,72,48,3.15,MX,1695828951
373,cill airne,52.05,-9.5167,16.03,88,75,16.46,IE,1695828951
374,kuqa,41.7278,82.9364,19.3,33,3,2.19,CN,1695828951
375,balta,47.9355,29.6198,22.17,30,0,3.64,UA,1695828951
376,carnarvon,-24.8667,113.6333,20.93,83,69,6.15,AU,1695828951
377,uige,-7.6087,15.0613,25.16,68,87,1.14,AO,1695828951
378,praia da vitoria,38.7333,-27.0667,24.14,88,40,12.75,PT,1695828952
379,tefe,-3.3542,-64.7114,34.06,59,40,1.54,BR,1695828952
380,tromso,69.6496,18.957,13.01,71,0,4.63,NO,1695828952
381,edson,53.5835,-116.4356,5.06,75,100,1.54,CA,1695828952
382,vavoua,7.3819,-6.4778,30.97,59,50,2.0,CI,1695828952
383,constitucion,-35.3333,-72.4167,13.93,54,1,7.4,CL,1695828707
384,sao gabriel da cachoeira,-0.1303,-67.0892,33.89,62,20,2.06,BR,1695828952
385,nevel'sk,46.6733,141.8633,13.59,93,100,2.82,RU,1695828952
386,kayangel,8.0823,134.7173,28.17,79,97,10.41,PW,1695828953
387,cidreira,-30.1811,-50.2056,15.79,80,100,9.58,BR,1695828953
388,santa elena de uairen,4.6167,-61.1333,30.94,38,44,3.6,VE,1695828953
389,puerto deseado,-47.7503,-65.8938,11.55,50,100,6.03,AR,1695828953
390,san luis de la loma,17.2706,-100.8939,30.0,70,1,1.0,MX,1695828953
391,kincardine,56.0667,-3.7167,13.44,94,100,6.69,GB,1695828953
392,brigantine,39.4101,-74.3646,19.0,70,40,8.23,US,1695828953
393,sidi khaled,34.387,4.9879,29.06,23,91,1.95,DZ,1695828954
394,walvis bay,-22.9575,14.5053,32.53,13,0,8.75,,1695828954
395,sawakin,19.1059,37.3321,32.5,53,5,2.74,SD,1695828859
396,semirom,31.4167,51.5667,16.43,23,1,1.57,IR,1695828954
397,portland,45.5234,-122.6762,14.24,91,75,7.72,US,1695828659
398,turpan,42.9333,89.1667,21.54,28,0,1.38,CN,1695828954
399,santa terezinha,-29.9002,-50.0904,15.11,86,100,8.55,BR,1695828954
400,chernyshevskiy,63.0128,112.4714,5.8,68,100,3.51,RU,1695828955
401,nizhneangarsk,55.7833,109.55,7.39,91,27,1.08,RU,1695828955
402,port-gentil,-0.7193,8.7815,28.98,74,40,7.2,GA,1695828955
403,rongelap,11.1635,166.8941,28.39,76,93,3.83,MH,1695828955
404,usogorsk,63.4106,48.6872,10.81,91,14,3.41,RU,1695828955
405,antonio enes,-16.2325,39.9086,25.55,77,1,6.78,MZ,1695828955
406,nizhnesortymskiy,62.4397,71.7603,6.74,91,100,6.46,RU,1695828955
407,severo-yeniseyskiy,60.3725,93.0408,4.88,76,96,3.03,RU,1695828956
408,naro moru,-0.1676,37.0213,16.31,72,75,3.08,KE,1695828956
409,nanfeng,23.7434,111.7959,25.76,89,18,0.8,CN,1695828956
410,severomorsk,69.0689,33.4162,14.22,89,50,1.24,RU,1695828956
411,pervomayskoye,43.919,46.7102,18.63,59,0,5.97,RU,1695828956
412,irymple,-34.25,142.1667,10.05,73,0,4.58,AU,1695828956
413,nemuro,43.3236,145.575,16.5,87,100,3.88,JP,1695828956
414,kendari,-3.945,122.4989,21.24,86,51,1.11,ID,1695828957
415,kununurra,-15.7667,128.7333,23.99,73,50,1.03,AU,1695828957
416,tura,25.5198,90.2201,24.36,92,17,1.28,IN,1695828957
417,robertsport,6.7533,-11.3686,28.1,75,5,4.34,LR,1695828957
418,crane,31.3974,-102.3501,27.82,52,11,5.85,US,1695828957
419,isangel,-19.55,169.2667,19.59,80,56,5.7,VU,1695828957
420,slave lake,55.2834,-114.769,10.99,76,100,3.09,CA,1695828945
421,quellon,-43.1167,-73.6167,9.31,89,100,6.81,CL,1695828957
422,klyuchi,52.2667,79.1667,11.82,36,92,3.71,RU,1695828958
423,sao paulo de olivenca,-3.3783,-68.8725,37.82,37,2,1.13,BR,1695828958
424,lensk,60.7253,114.9278,5.13,72,100,2.76,RU,1695828958
425,kurmuk,10.55,34.2833,24.22,81,42,1.07,SD,1695828958
426,imbituba,-28.24,-48.6703,22.72,83,100,10.74,BR,1695828958
427,an nuhud,12.7,28.4333,32.64,42,86,3.51,SD,1695828958
428,sorong,-0.8833,131.25,26.5,84,99,5.39,ID,1695828958
429,ibshaway,29.358,30.6814,33.98,16,0,4.04,EG,1695828959
430,howrah,22.5892,88.3103,31.0,79,40,1.54,IN,1695828959
431,vilyuysk,63.7553,121.6247,5.32,65,100,3.35,RU,1695828959
432,kouvola,60.8667,26.7,14.21,97,100,4.12,FI,1695828959
433,hobyo,5.3505,48.5268,26.22,85,2,9.47,SO,1695828959
434,ola,59.5833,151.2833,-1.03,80,19,1.92,RU,1695828959
435,novi vinodolski,45.1281,14.7889,26.42,36,0,9.26,HR,1695828959
436,gwadar,25.1216,62.3254,27.39,75,2,6.54,PK,1695828959
437,pachino,36.7186,15.0907,23.68,67,0,7.15,IT,1695828960
438,nar'yan-mar,67.6713,53.087,6.51,89,100,6.9,RU,1695828900
439,dolyns'ka,48.1104,32.7645,21.86,32,0,4.14,UA,1695828960
440,palikir - national government center,6.9248,158.1611,27.33,78,100,4.59,FM,1695828960
441,karukh,34.4811,62.5863,16.5,29,16,6.57,AF,1695828960
442,kerikeri,-35.2268,173.9474,12.17,91,92,4.18,NZ,1695828960
443,north las vegas,36.1989,-115.1175,28.45,24,0,2.06,US,1695828732
444,al khums,32.6486,14.2619,24.39,67,10,8.13,LY,1695828960
445,constantia,44.1833,28.65,24.38,62,30,9.47,RO,1695828961
446,lodwar,3.1191,35.5973,34.49,27,1,4.15,KE,1695828961
447,petawawa,45.9001,-77.3328,13.77,72,75,1.03,CA,1695828961
448,merizo village,13.2658,144.6691,26.31,79,100,6.42,GU,1695828961
449,san felipe,10.3399,-68.7425,36.42,39,26,1.26,VE,1695828961
450,savanur,14.9667,75.35,22.07,94,49,4.09,IN,1695828961
451,baikonur,45.6167,63.3167,21.48,31,0,4.41,KZ,1695828860
452,ed damer,17.5928,33.9592,38.89,20,22,2.02,SD,1695828962
453,chambarak,40.5966,45.355,9.3,79,13,1.64,AM,1695828962
454,san antonio oeste,-40.7319,-64.9477,18.7,28,79,10.6,AR,1695828963
455,brush,40.2589,-103.6238,15.62,67,1,1.54,US,1695828963
456,likasi,-10.9814,26.7333,28.69,28,66,2.39,CD,1695828687
457,abadiania,-16.2042,-48.7069,29.51,21,45,3.25,BR,1695828963
458,belokurikha,51.9959,84.9896,5.8,71,19,2.22,RU,1695828964
459,tarija,-21.5355,-64.7296,13.95,67,100,4.63,BO,1695828876
460,puerto santa,-8.9906,-78.6456,20.55,75,91,3.6,PE,1695828964
461,mugia,43.1041,-9.2179,22.31,93,100,6.46,ES,1695828964
462,fisterra,42.9049,-9.2629,22.23,93,100,6.16,ES,1695828965
463,kiama,-34.6833,150.8667,17.78,94,100,3.56,AU,1695828965
464,tobol,52.6844,62.5794,12.14,58,100,1.91,KZ,1695828965
465,saint croix,17.7397,-64.7388,32.25,76,40,7.2,VI,1695828965
466,patancheru,17.5314,78.265,23.99,83,90,2.23,IN,1695828965
467,marsh harbour,26.5412,-77.0636,28.67,71,91,5.65,BS,1695828723
468,berdigestyakh,62.0989,126.6992,2.92,94,67,1.98,RU,1695828966
469,mbeni,-11.5014,43.3775,24.28,69,20,9.77,KM,1695828966
470,rehoboth,-23.3167,17.0833,24.29,9,0,3.43,,1695828966
471,mombasa,-4.0547,39.6636,27.23,74,40,5.14,KE,1695828967
472,sarandi del yi,-33.35,-55.6333,15.24,58,47,6.28,UY,1695828967
473,kota kinabalu,5.9749,116.0724,26.99,89,20,1.03,MY,1695828967
474,ouadda,8.0777,22.4007,21.55,97,99,1.32,CF,1695828967
475,kpandae,8.4689,-0.0113,29.87,74,94,2.87,GH,1695828968
476,i-n-salah,27.1935,2.4607,39.19,12,4,5.23,DZ,1695828968
477,viedma,-40.8135,-62.9967,19.56,25,92,10.94,AR,1695828968
478,zhenjiang,32.2092,119.4342,23.22,88,85,1.45,CN,1695828969
479,antalaha,-14.9003,50.2788,22.65,81,43,4.51,MG,1695828969
480,byron bay,-28.65,153.6167,17.19,84,26,4.26,AU,1695828952
481,letterkenny,54.95,-7.7333,15.96,88,98,6.88,IE,1695828969
482,andergrove,-21.0833,149.1833,15.36,74,2,2.04,AU,1695828969
483,dondo,-19.6094,34.7431,24.73,70,17,6.06,MZ,1695828969
484,bagan,54.1001,77.6646,12.13,84,100,1.97,RU,1695828969
485,swift current,50.2834,-107.8014,14.45,47,0,5.14,CA,1695828970
486,sao vicente,-23.9631,-46.3919,36.1,89,75,4.12,BR,1695828838
487,konarka,19.9,86.1167,28.22,80,100,3.79,IN,1695828970
488,yuzhno-kurilsk,44.0306,145.8556,14.66,91,84,2.6,RU,1695828970
489,fort mcmurray,56.7268,-111.381,9.77,81,0,3.6,CA,1695828782
490,uppiliyapuram,11.2667,78.5167,27.07,74,86,2.93,IN,1695828970
491,ostersund,63.1792,14.6357,11.45,100,75,4.12,SE,1695828971
492,pariaman,-0.619,100.12,25.03,87,49,2.52,ID,1695828971
493,savanna-la-mar,18.219,-78.1332,33.29,58,83,1.47,JM,1695828971
494,bereznik,62.8551,42.7072,11.73,86,0,2.5,RU,1695828972
495,kapa'a,22.0752,-159.319,25.18,79,100,6.69,US,1695828972
496,tamanrasset,22.785,5.5228,32.95,9,40,2.57,DZ,1695828972
497,sretensk,52.2453,117.7093,5.55,89,28,1.54,RU,1695828972
498,newton mearns,55.7733,-4.3334,13.27,90,75,7.72,GB,1695828770
499,iranshahr,27.2025,60.6848,34.19,8,0,2.06,IR,1695828817
500,tselinnoye,53.0833,85.6667,5.6,80,66,1.76,RU,1695828973
501,namsos,64.4662,11.4957,13.03,87,75,2.57,NO,1695828973
502,tari,12.4086,4.4914,36.76,34,96,2.2,NG,1695828973
503,xining,36.6167,101.7667,10.45,80,91,0.73,CN,1695828974
504,dhromolaxia,34.8755,33.5868,30.58,72,20,4.63,CY,1695828974
505,haiku-pauwela,20.9219,-156.3051,23.36,77,75,4.47,US,1695828805
506,chardara,41.2547,67.9692,21.66,34,100,2.23,KZ,1695828974
507,chukhloma,58.7525,42.6825,11.68,81,30,2.04,RU,1695828974
508,djamaa,33.5339,5.9931,30.43,23,20,2.76,DZ,1695828974
509,cartagena del chaira,1.3349,-74.8429,35.6,39,20,1.78,CO,1695828765
510,saipan,15.1355,145.701,27.39,89,40,2.57,MP,1695828975
511,gidam,18.9833,81.4,24.58,93,97,0.22,IN,1695828975
512,kievka,50.2619,71.5514,12.63,78,51,1.91,KZ,1695828975
513,tobelo,1.7284,128.0095,25.88,81,53,2.51,ID,1695828975
514,mpongwe,-13.5091,28.155,29.46,22,99,1.82,ZM,1695828975
515,zemio,5.0314,25.1361,24.4,81,86,1.68,CF,1695828975
516,hami,42.8,93.45,16.96,25,0,1.93,CN,1695828976
517,vilyuchinsk,52.9306,158.4028,2.15,74,90,2.84,RU,1695828976
518,san juan de abajo,20.8167,-105.1833,31.49,84,75,2.57,MX,1695828976
519,zagora,30.3484,-5.8365,34.84,16,0,7.22,MA,1695828976
520,woodlake,37.4211,-77.6793,17.81,85,100,3.6,US,1695828976
521,cabo san lucas,22.8909,-109.9124,32.09,80,0,1.54,MX,1695828628
522,mothihari,26.65,84.9167,30.26,61,100,2.06,IN,1695828976
523,bardai,11.65,7.2333,31.94,46,100,4.38,NG,1695828977
524,north bend,43.4065,-124.2243,14.36,100,100,2.06,US,1695828977
525,mana,5.6592,-53.7767,32.46,59,69,4.84,GF,1695828977
526,nuuk,64.1835,-51.7216,6.34,52,75,3.09,GL,1695828977
527,sosnogorsk,63.6023,53.8817,8.03,90,18,1.42,RU,1695828977
528,acapulco de juarez,16.8634,-99.8901,29.9,70,0,2.57,MX,1695828723
529,shats'k,51.5021,23.9381,20.98,47,3,3.37,UA,1695828978
530,sisimiut,66.9395,-53.6735,2.89,92,100,1.45,GL,1695828978
531,nadym,65.5333,72.5167,5.71,93,100,5.04,RU,1695828978
532,zeya,53.75,127.2667,8.81,94,100,2.09,RU,1695828978
533,nioki,-2.7167,17.6833,31.02,52,65,1.63,CD,1695828689
534,broken hill,-31.95,141.4333,11.46,50,0,5.31,AU,1695828978
535,longjing,42.7714,129.4233,15.14,89,89,1.62,CN,1695828978
536,grand falls-windsor,48.9332,-55.6649,17.53,44,38,3.71,CA,1695828978
537,ust'-barguzin,53.45,108.9833,9.41,91,99,3.81,RU,1695828798
538,kalispell,48.1958,-114.3129,5.02,87,0,0.0,US,1695828919
539,sao miguel do iguacu,-25.3481,-54.2378,18.49,75,100,4.35,BR,1695828785
540,ghanzi,-21.5667,21.7833,24.88,14,0,3.22,BW,1695828979
541,tannum sands,-23.9504,151.3693,16.94,82,0,1.54,AU,1695828979
542,huaura,-11.07,-77.5994,20.62,74,91,3.21,PE,1695828979
543,posto fiscal rolim de moura,-13.0833,-62.2667,42.22,20,22,1.58,BR,1695828979
544,bisbee,31.4482,-109.9284,27.81,31,0,1.79,US,1695828979
545,saint-pierre,-21.3393,55.4781,23.82,60,0,7.2,RE,1695828980
546,jertih,5.7336,102.4897,24.68,92,100,1.42,MY,1695828980
547,muisne,0.6,-80.0333,25.48,82,98,4.71,EC,1695828980
548,fada,9.5667,8.3,26.85,79,76,0.88,NG,1695828980
549,san pedro pochutla,15.7333,-96.4667,29.84,56,8,1.29,MX,1695828981
550,esmeralda,21.8525,-78.1169,31.84,63,100,4.31,CU,1695828981
551,novodvinsk,64.4165,40.8122,11.21,91,2,2.42,RU,1695828981
552,lakota,5.8528,-5.6883,27.15,89,64,1.38,CI,1695828981
553,la cruz,23.9167,-106.9,29.86,71,30,1.36,MX,1695828981
554,bubaque,11.2833,-15.8333,28.42,80,100,5.45,GW,1695828981
555,khovd,48.0056,91.6419,-2.05,69,32,3.61,MN,1695828981
556,linxia chengguanzhen,35.6003,103.2064,13.26,81,100,1.31,CN,1695828982
557,sinop,41.7711,34.8709,16.48,88,0,1.12,TR,1695828982
558,dakhla,23.6848,-15.958,26.01,61,0,12.35,EH,1695828938
559,balnearia,-31.0088,-62.6673,22.55,25,0,4.42,AR,1695828982
560,tionk essil,12.7856,-16.5217,35.03,69,97,3.25,SN,1695828982
561,mermoz boabab,14.7065,-17.4758,31.31,74,0,1.03,SN,1695828982
562,dalandzadgad,43.5708,104.425,13.01,28,39,5.07,MN,1695828983
563,gebeit,21.0667,36.3167,34.63,20,57,3.08,SD,1695828983
564,pacific grove,36.6177,-121.9166,16.34,85,0,2.57,US,1695828983
565,tweed heads,-28.1817,153.547,19.02,85,15,1.03,AU,1695828983
566,shingu,33.7333,135.9833,23.15,90,1,2.48,JP,1695828983
567,shache,38.4167,77.2406,20.82,18,94,3.14,CN,1695828943
568,linkoping,58.4109,15.6216,18.99,78,100,2.57,SE,1695828984
569,piatykhatky,48.4133,33.7106,21.61,34,0,3.93,UA,1695828984
570,debila,33.5167,6.95,30.04,23,0,4.12,DZ,1695828984
571,bayganin,48.6947,55.8742,19.27,43,4,4.34,KZ,1695828984
572,lihue,21.9789,-159.3672,24.77,79,100,6.69,US,1695828741
573,piton saint-leu,-21.2196,55.3151,22.06,60,0,7.2,RE,1695828984
574,temiskaming shores,47.4938,-79.7153,12.89,45,0,2.42,CA,1695828984
575,jinchang,38.4953,102.1739,14.63,56,64,2.3,CN,1695828985
576,bafata,12.1667,-14.75,30.91,73,98,0.99,GW,1695828985
577,lavras,-21.2453,-44.9997,35.74,27,27,7.13,BR,1695828985
578,bowen,-20.0167,148.2333,19.96,72,0,5.29,AU,1695828985
579,chibougamau,49.9168,-74.3659,14.79,58,0,1.03,CA,1695828985
580,porto novo,6.4965,2.6036,29.9,71,79,4.71,BJ,1695828985
581,samana,19.2056,-69.3369,30.98,74,75,2.06,DO,1695828986
